tile,0,0,test_tiles,0,1,0
tile,1,0,test_tiles,0,0,1,overworld_5_5,1,6
tile,2,0,test_tiles,0,0,1,overworld_5_5,2,6
tile,3,0,test_tiles,0,0,1,overworld_5_5,3,6
tile,4,0,test_tiles,0,0,1,overworld_5_5,4,6
tile,5,0,test_tiles,0,0,1,overworld_5_5,5,6
tile,6,0,test_tiles,0,0,1,overworld_5_5,6,6
tile,7,0,test_tiles,0,1,0

tile,0,1,test_tiles,0,0,1,overworld_4_4,6,1
tile,1,1,test_tiles,0,0,1
tile,2,1,test_tiles,0,0,1
tile,3,1,test_tiles,0,0,1
tile,4,1,test_tiles,0,0,1
tile,5,1,test_tiles,0,0,1
tile,6,1,test_tiles,0,0,1
tile,7,1,test_tiles,0,0,1,overworld_4_6,1,1

tile,0,2,test_tiles,0,0,1,overworld_4_4,6,2
tile,1,2,test_tiles,0,0,1
tile,2,2,test_tiles,0,0,1
tile,3,2,test_tiles,0,0,1
tile,4,2,test_tiles,0,0,1
tile,5,2,test_tiles,0,0,1
tile,6,2,test_tiles,0,0,1
tile,7,2,test_tiles,0,0,1,overworld_4_6,1,2

tile,0,3,test_tiles,0,0,1,overworld_4_4,6,3
tile,1,3,test_tiles,0,0,1
tile,2,3,test_tiles,0,0,1
tile,3,3,test_tiles,0,1,0
tile,4,3,test_tiles,0,0,1
tile,5,3,test_tiles,0,0,1
tile,6,3,test_tiles,0,0,1
tile,7,3,test_tiles,0,0,1,overworld_4_6,1,3

tile,0,4,test_tiles,0,0,1,overworld_4_4,6,4
tile,1,4,test_tiles,0,0,1
tile,2,4,test_tiles,0,0,1
tile,3,4,test_tiles,0,0,1
tile,4,4,test_tiles,0,0,1
tile,5,4,test_tiles,0,0,1
tile,6,4,test_tiles,0,0,1
tile,7,4,test_tiles,0,0,1,overworld_4_6,1,4

tile,0,5,test_tiles,0,0,1,overworld_4_4,6,5
tile,1,5,test_tiles,0,0,1
tile,2,5,test_tiles,0,0,1
tile,3,5,test_tiles,0,0,1
tile,4,5,test_tiles,0,0,1
tile,5,5,test_tiles,0,0,1
tile,6,5,test_tiles,0,0,1
tile,7,5,test_tiles,0,0,1,overworld_4_6,1,5

tile,0,6,test_tiles,0,0,1,overworld_4_4,6,6
tile,1,6,test_tiles,0,0,1
tile,2,6,test_tiles,0,0,1
tile,3,6,test_tiles,0,0,1
tile,4,6,test_tiles,0,0,1
tile,5,6,test_tiles,0,0,1
tile,6,6,test_tiles,0,0,1
tile,7,6,test_tiles,0,0,1,overworld_4_6,1,6

tile,0,7,test_tiles,0,1,0
tile,1,7,test_tiles,0,0,1,overworld_3_5,1,1
tile,2,7,test_tiles,0,0,1,overworld_3_5,2,1
tile,3,7,test_tiles,0,0,1,overworld_3_5,3,1
tile,4,7,test_tiles,0,0,1,overworld_3_5,4,1
tile,5,7,test_tiles,0,0,1,overworld_3_5,5,1
tile,6,7,test_tiles,0,0,1,overworld_3_5,6,1
tile,7,7,test_tiles,0,1,0

entity,enemy,slime,48,24
