entity,enemy,mustard,3,5
entity,enemy,hotdog,5,3
tile,0,0,grass_world,6,12,0
tile,1,0,grass_world,6,12,0
tile,2,0,grass_world,6,12,0
tile,3,0,grass_world,6,12,0
tile,4,0,grass_world,6,11,0
tile,5,0,grass_world,6,11,0
tile,6,0,grass_world,6,11,0
tile,7,0,grass_world,6,11,0
tile,0,1,grass_world,6,12,0
tile,1,1,grass_world,6,12,0
tile,2,1,grass_world,6,12,0
tile,3,1,grass_world,7,11,0
tile,4,1,grass_world,4,1,1
tile,5,1,grass_world,4,1,1
tile,6,1,grass_world,4,1,1
tile,7,1,grass_world,4,1,1,overworld_3_1,1,1
tile,0,2,grass_world,6,12,0
tile,1,2,grass_world,6,12,0
tile,2,2,grass_world,7,12,0
tile,3,2,grass_world,4,1,1
tile,4,2,grass_world,4,1,1
tile,5,2,grass_world,4,1,1
tile,6,2,grass_world,4,1,1
tile,7,2,grass_world,4,1,1,overworld_3_1,1,2
tile,0,3,grass_world,6,12,0
tile,1,3,grass_world,6,12,0
tile,2,3,grass_world,7,11,0
tile,3,3,grass_world,4,1,1
tile,4,3,grass_world,4,1,1
tile,5,3,grass_world,4,1,1
tile,6,3,grass_world,4,1,1
tile,7,3,grass_world,4,1,1,overworld_3_1,1,3
tile,0,4,grass_world,6,12,0
tile,1,4,grass_world,7,12,0
tile,2,4,grass_world,4,1,1
tile,3,4,grass_world,4,1,1
tile,4,4,grass_world,4,1,1
tile,5,4,grass_world,4,1,1
tile,6,4,grass_world,4,1,1
tile,7,4,grass_world,4,1,1,overworld_3_1,1,4
tile,0,5,grass_world,6,12,0
tile,1,5,grass_world,7,12,0
tile,2,5,grass_world,4,1,1
tile,3,5,grass_world,4,1,1
tile,4,5,grass_world,4,1,1
tile,5,5,grass_world,4,1,1
tile,6,5,grass_world,4,1,1
tile,7,5,grass_world,4,1,1,overworld_3_1,1,5
tile,0,6,grass_world,6,12,0
tile,1,6,grass_world,7,12,0
tile,2,6,grass_world,4,1,1
tile,3,6,grass_world,4,1,1
tile,4,6,grass_world,4,1,1
tile,5,6,grass_world,4,1,1
tile,6,6,grass_world,4,1,1
tile,7,6,grass_world,5,13,0
tile,0,7,grass_world,6,12,0
tile,1,7,grass_world,7,12,0
tile,2,7,grass_world,4,1,1,overworld_2_0,2,1
tile,3,7,grass_world,4,1,1,overworld_2_0,3,1
tile,4,7,grass_world,4,1,1,overworld_2_0,4,1
tile,5,7,grass_world,4,1,1,overworld_2_0,5,1
tile,6,7,grass_world,5,13,0
tile,7,7,grass_world,6,12,0
